time,pmt_high_voltage,pmt_current,v_p2p_ch1,v_rms_ch1,v_p2p_ch2,v_rms_ch2
1742900019.7189827,1760.2,229.145,0.064000003,0.0128161525,0.0720000044,0.0170107912
1742900023.1205053,1765.1,229.9,0.0840000063,0.0187724102,0.0864000022,0.0149084805
1742900026.681835,1770.2,230.67,0.1120000109,0.0193633921,0.076000005,0.0182491466
1742900030.2845893,1775.2,231.435,0.0800000057,0.0216368977,0.0720000044,0.0121108498
1742900033.9108706,1780.1,232.175,0.2600000203,0.0274927393,0.0720000044,0.0142980963
1742900037.5227106,1785.1,232.93,0.1620000005,0.0151377842,0.1420000046,0.0203666668
1742900041.2565117,1790.1,233.69,0.1000000089,0.0223847572,0.1240000054,0.0274603888
1742900044.8764665,1795.1,234.465,0.0759999976,0.0145000182,0.0680000037,0.0266274642
1742900048.4031892,1800.1,235.22,0.1280000061,0.0457225516,0.2599999905,0.020577237
1742900051.9144258,1805.1,235.98,0.4160000086,0.0404529795,0.076000005,0.018426802
1742900055.8228467,1810.0,236.735,0.1600000113,0.0286121853,0.1799999923,0.0198371131
1742900059.445614,1815.1,237.51,0.3920000196,0.0140773039,0.0800000057,0.015003589
1742900062.9547746,1820.1,238.27,0.0800000057,0.0354445875,0.0900000036,0.0184892397
1742900066.7357295,1825.1,239.04,0.2639999986,0.0418185294,0.1340000033,0.0332278311
1742900070.2914188,1830.0,239.81,0.1880000085,0.0261662547,0.1199999973,0.0430460088
1742900074.1786091,1835.0,240.565,0.1840000153,0.2490863651,0.1200000048,0.0145361805
1742900078.1820178,1840.1,241.345,0.3599999845,0.058836963,0.0920000076,0.0229362324
1742900081.8198123,1845.1,242.1,0.4999999702,0.0319070593,0.1000000015,0.0142655326
1742900085.4641428,1850.1,242.865,0.1040000096,0.0204895157,0.0740000084,0.0290520936
1742900088.9304428,1855.0,243.605,0.1680000126,0.0197903402,0.2640000284,0.0161368214
